 09/05-11:04	2337.200	2338.000	2335.800	2337.800	           2157	    109.000	   2337.300	   2337.837	   2340.935	   2343.402	           	     -0.042	      0.021	     -0.167	      0.000	
 09/05-11:05	2337.600	2337.800	2336.000	2336.600	           1558	    110.000	   2337.217	   2337.837	   2340.846	   2343.371	           	     -0.083	      0.000	     -0.167	      0.000	
 09/05-11:06	2336.800	2337.400	2335.800	2337.400	           1347	    111.000	   2337.142	   2337.833	   2340.758	   2343.344	           	     -0.075	     -0.004	     -0.177	      0.000	
 09/05-11:07	2337.200	2338.000	2337.000	2338.000	           1478	    112.000	   2337.067	   2337.842	   2340.677	   2343.326	           	     -0.075	      0.008	     -0.169	      0.000	
 09/05-11:08	2338.200	2338.600	2336.800	2337.800	           1656	    113.000	   2336.975	   2337.854	   2340.598	   2343.304	           	     -0.092	      0.013	     -0.160	      0.000	
 09/05-11:09	2337.800	2339.000	2337.200	2338.400	           1362	    114.000	   2336.908	   2337.837	   2340.523	   2343.280	           	     -0.067	     -0.017	     -0.154	      0.000	
 09/05-11:10	2338.400	2339.800	2337.600	2339.000	           3124	    115.000	   2336.900	   2337.842	   2340.460	   2343.257	           	     -0.009	      0.004	     -0.137	      0.000	
 09/05-11:11	2339.000	2341.000	2338.600	2341.000	           3869	    116.000	   2337.000	   2337.879	   2340.413	   2343.239	           	      0.100	      0.038	     -0.110	      0.000	
 09/05-11:12	2340.800	2342.800	2340.800	2341.600	           6138	    117.000	   2337.133	   2337.929	   2340.375	   2343.224	           	      0.133	      0.050	     -0.085	      0.000	
 09/05-11:13	2341.600	2342.200	2340.600	2342.000	           2843	    118.000	   2337.267	   2337.992	   2340.350	   2343.208	           	      0.133	      0.063	     -0.063	      0.000	
 09/05-11:14	2342.200	2342.200	2341.200	2341.600	           1540	    119.000	   2337.450	   2338.042	   2340.333	   2343.191	           	      0.183	      0.050	     -0.042	      0.000	
 09/05-11:15	2341.600	2342.600	2340.800	2342.600	           2414	    120.000	   2337.767	   2338.083	   2340.333	   2343.181	           	      0.317	      0.042	     -0.017	      0.000	
 09/05-11:16	2342.600	2342.600	2340.800	2341.200	           1750	    121.000	   2338.033	   2338.117	   2340.277	   2343.166	           	      0.267	      0.033	     -0.056	      0.000	
 09/05-11:17	2341.000	2341.800	2340.800	2341.600	           1338	    122.000	   2338.300	   2338.167	   2340.219	   2343.150	           	      0.267	      0.050	     -0.115	      0.000	
 09/05-11:18	2341.600	2341.800	2341.000	2341.600	           1103	    123.000	   2338.517	   2338.212	   2340.160	   2343.130	           	      0.217	      0.046	     -0.117	      0.000	
 09/05-11:19	2341.600	2344.600	2340.400	2343.600	           4924	    124.000	   2338.800	   2338.313	   2340.119	   2343.116	           	      0.283	      0.100	     -0.100	      0.000	
