 04/02-14:13	2167.800	2168.000	2167.200	2167.600	            927	   2169.304	   2166.643	      0.000	      0.000	      0.000	
 04/02-14:14	2167.600	2167.600	2167.000	2167.400	           1061	   2169.202	   2166.710	      0.000	      0.000	      0.000	
 04/02-14:15	2167.600	2168.000	2166.200	2166.400	           2267	   2169.081	   2166.760	      0.000	      0.000	      0.000	
 04/02-14:16	2166.600	2168.000	2166.600	2167.400	           1324	   2169.000	   2166.836	      0.000	      0.000	      0.000	
 04/02-14:17	2167.400	2167.800	2166.800	2167.400	           1350	   2168.873	   2166.886	      0.000	      0.000	      0.000	
 04/02-14:18	2167.400	2170.000	2167.400	2169.200	           3203	   2168.854	   2166.983	      0.000	      0.000	      0.000	
 04/02-14:19	2169.200	2169.200	2167.600	2168.000	           1744	   2168.700	   2167.067	      0.000	      0.000	      0.000	
 04/02-14:20	2168.000	2168.000	2164.000	2164.800	           6555	   2168.452	   2167.086	      0.000	      0.000	      0.000	
 04/02-14:21	2164.400	2165.000	2163.600	2164.800	           2823	   2168.275	   2167.110	     -1.000	      0.000	      1.000	
 04/02-14:22	2164.800	2165.200	2164.600	2164.600	           1673	   2168.017	   2167.132	      0.000	      0.000	      0.000	
 04/02-14:23	2164.600	2164.800	2163.400	2164.400	           2728	   2167.808	   2167.154	      0.000	      0.000	      0.000	
 04/02-14:24	2164.600	2168.400	2164.400	2167.600	           4757	   2167.738	   2167.209	      0.000	      0.000	      0.000	
 04/02-14:25	2167.600	2167.800	2166.200	2166.600	           2807	   2167.633	   2167.253	      0.000	      0.000	      0.000	
 04/02-14:26	2166.400	2166.400	2165.200	2165.600	           1989	   2167.479	   2167.263	     -1.000	      0.000	      1.000	
 04/02-14:27	2165.600	2165.600	2164.400	2165.000	           1680	   2167.308	   2167.256	      0.000	      0.000	      0.000	
 04/02-14:28	2165.000	2167.000	2165.000	2166.000	           1784	   2167.200	   2167.256	      0.000	      0.000	      0.000	
 04/02-14:29	2165.600	2166.600	2165.200	2166.200	           1409	   2167.067	   2167.277	      0.000	      0.000	      0.000	
 04/02-14:30	2166.000	2168.000	2165.800	2167.200	           2774	   2166.913	   2167.317	      0.000	      0.000	      0.000	
 04/02-14:31	2167.200	2167.200	2165.000	2165.200	           2162	   2166.775	   2167.344	      0.000	      0.000	      0.000	
 04/02-14:32	2165.400	2167.000	2165.200	2166.000	           1596	   2166.633	   2167.391	      0.000	      0.000	      0.000	
 04/02-14:33	2165.800	2167.000	2165.400	2166.600	           1869	   2166.583	   2167.451	      0.000	      0.000	      0.000	
 04/02-14:34	2166.600	2168.400	2166.200	2167.600	           2771	   2166.617	   2167.529	      0.000	      0.000	      0.000	
